transaction_id,account_id,transaction_type,amount,transaction_date,payment_method
TRN_20266,ACC_6244,Withdrawals,24802.33,08-03-2022,Cash
TRN_20267,ACC_5439,Interest Payment,192639.66,21-02-2025,IMPS
TRN_20268,ACC_5934,Withdrawals,88271.4,10-03-2023,UPI
TRN_20269,ACC_5384,Deposits,116272.5,29-03-2025,Net Banking
TRN_20270,ACC_3478,Transfers,58161.88,12-06-2022,UPI
TRN_20271,ACC_6369,Transfers,183981.74,29-04-2023,Credit Card
TRN_20272,ACC_1961,Withdrawals,105457.03,18-02-2022,IMPS
TRN_20273,ACC_5924,Withdrawals,39921.3,11-12-2022,UPI
TRN_20274,ACC_1946,Withdrawals,12177.66,05-07-2023,Credit Card
TRN_20275,ACC_1554,Interest Payment,84804.59,25-01-2023,Debit Card
TRN_20276,ACC_985,Interest Payment,163990.74,08-08-2025,Credit Card
TRN_20277,ACC_3016,Interest Payment,107738.83,11-06-2025,UPI
TRN_20278,ACC_562,Withdrawals,100158.39,05-07-2025,Credit Card
TRN_20279,ACC_4789,Withdrawals,22048.56,24-07-2025,Net Banking
TRN_20280,ACC_2499,Withdrawals,126553.3,29-11-2023,Debit Card
TRN_20281,ACC_2876,Withdrawals,190497.65,27-08-2025,UPI
TRN_20282,ACC_6778,Withdrawals,99790.63,07-10-2025,Net Banking
TRN_20283,ACC_5544,Withdrawals,35008.46,16-08-2024,IMPS
TRN_20284,ACC_5613,Withdrawals,191800.54,11-11-2023,Net Banking
TRN_20285,ACC_5222,Interest Payment,199539.17,10-09-2024,Debit Card
TRN_20286,ACC_2297,Deposits,110765.38,14-01-2023,Net Banking
TRN_20287,ACC_4113,Deposits,194046.94,27-08-2022,UPI
TRN_20288,ACC_6172,Withdrawals,82120.44,30-08-2025,IMPS
TRN_20289,ACC_6199,Transfers,147322.79,02-09-2025,Net Banking
TRN_20290,ACC_6400,Deposits,49854.98,06-01-2024,Debit Card
TRN_20291,ACC_168,Transfers,127392.95,07-03-2024,Credit Card
TRN_20292,ACC_1436,Interest Payment,65688.02,31-01-2023,Cash
TRN_20293,ACC_2441,Withdrawals,57069.09,01-01-2025,UPI
TRN_20294,ACC_3763,Withdrawals,4465.93,05-12-2022,IMPS
TRN_20295,ACC_1058,Withdrawals,166296.45,23-02-2025,Credit Card
TRN_20296,ACC_6643,Interest Payment,183286,28-05-2025,Debit Card
TRN_20297,ACC_1337,Transfers,27853.95,03-05-2022,Net Banking
TRN_20298,ACC_6177,Interest Payment,198919.72,23-07-2025,Credit Card
TRN_20299,ACC_5028,Transfers,44461.4,17-07-2022,Cash
TRN_20300,ACC_6599,Deposits,127585.11,28-10-2024,Credit Card
TRN_20301,ACC_1567,Transfers,68817.65,30-12-2024,Debit Card
TRN_20302,ACC_4003,Deposits,66312.26,15-09-2024,Cash
TRN_20303,ACC_7310,Withdrawals,18342.6,18-01-2022,Debit Card
TRN_20304,ACC_1184,Deposits,141189.56,09-12-2025,Credit Card
TRN_20305,ACC_4483,Deposits,10784.35,17-04-2022,Debit Card
TRN_20306,ACC_2580,Withdrawals,106592.81,23-05-2025,Credit Card
TRN_20307,ACC_5626,Withdrawals,118196.16,26-10-2022,Credit Card
TRN_20308,ACC_2609,Deposits,139315.76,10-01-2024,Cash
TRN_20309,ACC_2040,Transfers,136176.16,27-07-2025,UPI
TRN_20310,ACC_335,Withdrawals,197779.05,25-09-2025,IMPS
TRN_20311,ACC_2682,Withdrawals,36111.35,11-02-2024,Credit Card
TRN_20312,ACC_1013,Withdrawals,46550.65,19-05-2022,Cash
TRN_20313,ACC_3224,Transfers,144978.2,25-01-2022,Debit Card
TRN_20314,ACC_7644,Transfers,120166.23,17-05-2024,Credit Card
TRN_20315,ACC_518,Interest Payment,67553.57,28-04-2024,Debit Card
TRN_20316,ACC_6910,Withdrawals,31592.37,28-12-2025,Cash
TRN_20317,ACC_3062,Interest Payment,82763.59,24-01-2023,Debit Card
TRN_20318,ACC_5644,Transfers,74280.18,16-03-2024,UPI
TRN_20319,ACC_3360,Withdrawals,57788.42,11-12-2025,IMPS
TRN_20320,ACC_1963,Interest Payment,117157.9,03-10-2022,Cash
TRN_20321,ACC_2171,Transfers,55011.23,10-08-2022,Debit Card
TRN_20322,ACC_3098,Withdrawals,4896.83,05-09-2022,Debit Card
TRN_20323,ACC_6986,Deposits,120775.5,05-12-2025,Debit Card
TRN_20324,ACC_7004,Withdrawals,127189.33,29-04-2025,IMPS
TRN_20325,ACC_259,Interest Payment,24859.12,26-12-2022,IMPS
TRN_20326,ACC_2438,Interest Payment,108434.92,31-01-2025,IMPS
TRN_20327,ACC_7020,Withdrawals,119972.14,12-07-2022,IMPS
TRN_20328,ACC_2684,Transfers,58287.99,25-12-2022,IMPS
TRN_20329,ACC_3118,Transfers,1823.53,15-01-2024,Credit Card
TRN_20330,ACC_5086,Withdrawals,112715.27,22-07-2025,UPI
TRN_20331,ACC_3691,Withdrawals,97475.79,19-04-2024,Credit Card
TRN_20332,ACC_1304,Transfers,59518.2,09-11-2025,Cash
TRN_20333,ACC_5122,Transfers,60918.72,15-10-2022,Cash
TRN_20334,ACC_5867,Deposits,127685.66,06-07-2023,UPI
TRN_20335,ACC_440,Withdrawals,70404.11,18-02-2023,Net Banking
TRN_20336,ACC_3378,Withdrawals,26239.41,05-09-2024,Net Banking
TRN_20337,ACC_2539,Deposits,60603.32,04-08-2025,Credit Card
TRN_20338,ACC_6030,Transfers,109429.74,19-12-2023,Cash
TRN_20339,ACC_366,Transfers,184994.26,15-02-2024,Credit Card
TRN_20340,ACC_862,Transfers,112595.97,22-12-2022,Cash
TRN_20341,ACC_1336,Withdrawals,117444.02,02-08-2025,Credit Card
TRN_20342,ACC_3434,Withdrawals,70511,06-09-2025,IMPS
TRN_20343,ACC_4643,Deposits,154627.5,12-12-2022,IMPS
TRN_20344,ACC_4782,Interest Payment,118994.6,11-04-2022,Net Banking
TRN_20345,ACC_7012,Withdrawals,192490.06,09-04-2023,Credit Card
TRN_20346,ACC_7833,Deposits,187307.02,16-09-2025,Debit Card
TRN_20347,ACC_4268,Deposits,85477.24,22-09-2025,Credit Card
TRN_20348,ACC_3172,Interest Payment,195975.99,26-12-2022,UPI
TRN_20349,ACC_3825,Withdrawals,73525.13,26-02-2024,UPI
TRN_20350,ACC_6429,Withdrawals,63332.97,03-04-2022,UPI
TRN_20351,ACC_1347,Transfers,66084.2,01-03-2023,Net Banking
TRN_20352,ACC_7169,Transfers,14240.86,04-12-2025,Credit Card
TRN_20353,ACC_367,Withdrawals,89586.39,11-06-2023,Credit Card
TRN_20354,ACC_3488,Deposits,99717.76,08-07-2025,UPI
TRN_20355,ACC_6417,Withdrawals,163850.15,23-11-2025,UPI
TRN_20356,ACC_7755,Withdrawals,180833.23,27-01-2025,Credit Card
TRN_20357,ACC_7543,Deposits,194659.81,19-01-2024,Cash
TRN_20358,ACC_2155,Interest Payment,195857.93,27-08-2024,Debit Card
TRN_20359,ACC_2388,Withdrawals,169622.36,31-12-2023,Cash
TRN_20360,ACC_061,Deposits,9127.54,07-08-2025,Cash
TRN_20361,ACC_6933,Interest Payment,8174.67,08-10-2024,Debit Card
TRN_20362,ACC_7710,Deposits,28550.35,18-06-2023,Net Banking
TRN_20363,ACC_1859,Withdrawals,63349.84,26-01-2025,Debit Card
TRN_20364,ACC_5428,Transfers,199473.19,07-05-2024,Net Banking
TRN_20365,ACC_2734,Withdrawals,16412.41,01-11-2022,IMPS
TRN_20366,ACC_7233,Withdrawals,4724.92,16-05-2024,IMPS
TRN_20367,ACC_3715,Withdrawals,87023.89,25-11-2022,Debit Card
TRN_20368,ACC_424,Transfers,121757.98,24-12-2022,Credit Card
TRN_20369,ACC_4953,Withdrawals,106174.88,02-04-2024,Net Banking
TRN_20370,ACC_7725,Interest Payment,55982.26,12-09-2025,Credit Card
TRN_20371,ACC_1883,Withdrawals,194043.57,25-03-2024,Cash
TRN_20372,ACC_1185,Deposits,54758.47,16-09-2024,Debit Card
TRN_20373,ACC_2893,Transfers,46154.68,03-11-2023,Debit Card
TRN_20374,ACC_1331,Interest Payment,196220.76,08-09-2025,IMPS
TRN_20375,ACC_3312,Withdrawals,7042.11,10-10-2025,Debit Card
TRN_20376,ACC_2612,Deposits,196313.43,17-03-2024,IMPS
TRN_20377,ACC_6228,Withdrawals,197923.98,11-01-2025,Net Banking
TRN_20378,ACC_5150,Interest Payment,127715.48,21-05-2025,Cash
TRN_20379,ACC_4181,Withdrawals,197066.95,21-04-2022,IMPS
TRN_20380,ACC_1896,Transfers,34361.48,25-04-2022,IMPS
TRN_20381,ACC_1626,Transfers,159201.62,09-05-2024,Net Banking
TRN_20382,ACC_4932,Deposits,96804.81,22-01-2025,Credit Card
TRN_20383,ACC_2143,Withdrawals,167471.07,01-03-2024,IMPS
TRN_20384,ACC_2845,Interest Payment,129724.42,09-09-2024,IMPS
TRN_20385,ACC_5066,Deposits,6817.96,29-11-2024,Credit Card
TRN_20386,ACC_1239,Interest Payment,64992.08,06-10-2024,Cash
TRN_20387,ACC_1547,Withdrawals,153923.19,18-10-2023,UPI
TRN_20388,ACC_4518,Withdrawals,50251.46,17-01-2024,Credit Card
TRN_20389,ACC_252,Withdrawals,48203.34,13-11-2025,Debit Card
TRN_20390,ACC_5509,Interest Payment,61685.67,28-02-2022,UPI
TRN_20391,ACC_7810,Withdrawals,12844.76,02-06-2023,Net Banking
TRN_20392,ACC_5171,Withdrawals,172711.46,07-10-2023,UPI
TRN_20393,ACC_1517,Interest Payment,136135.92,03-08-2023,Credit Card
TRN_20394,ACC_246,Interest Payment,173317.07,07-09-2025,Net Banking
TRN_20395,ACC_237,Interest Payment,22936.98,28-11-2022,Credit Card
TRN_20396,ACC_7241,Transfers,195492.86,09-07-2024,Credit Card
TRN_20397,ACC_5877,Withdrawals,73337.85,01-07-2023,IMPS
TRN_20398,ACC_1765,Deposits,196138.03,22-04-2022,Debit Card
TRN_20399,ACC_3959,Interest Payment,166465.63,03-03-2025,Cash
TRN_20400,ACC_3739,Interest Payment,181654.26,22-10-2024,Cash
TRN_20401,ACC_1015,Interest Payment,61023.5,05-11-2023,IMPS
TRN_20402,ACC_5892,Interest Payment,161878.53,16-12-2024,IMPS
TRN_20403,ACC_4553,Withdrawals,144964.94,02-02-2025,UPI
TRN_20404,ACC_4149,Transfers,13715.69,27-02-2024,Debit Card
TRN_20405,ACC_470,Interest Payment,135010.44,03-02-2025,Cash
TRN_20406,ACC_1670,Withdrawals,60795.09,11-02-2025,Cash
TRN_20407,ACC_6922,Transfers,172025.64,31-08-2022,UPI
TRN_20408,ACC_4798,Withdrawals,7245.52,15-08-2023,IMPS
TRN_20409,ACC_3836,Withdrawals,101112.31,24-09-2025,UPI
TRN_20410,ACC_7045,Deposits,157419.87,19-08-2022,IMPS
TRN_20411,ACC_3282,Deposits,170252.29,27-01-2023,Debit Card
TRN_20412,ACC_1547,Interest Payment,39799.91,24-09-2025,Cash
TRN_20413,ACC_7298,Withdrawals,84472.99,24-01-2023,Debit Card
TRN_20414,ACC_7172,Deposits,149184.4,11-10-2025,Credit Card
TRN_20415,ACC_6102,Transfers,55814.55,30-09-2024,UPI
TRN_20416,ACC_114,Deposits,199180.67,09-04-2022,Net Banking
TRN_20417,ACC_7561,Deposits,54805.28,03-01-2024,Debit Card
TRN_20418,ACC_4001,Withdrawals,121255.93,20-08-2024,Net Banking
TRN_20419,ACC_814,Interest Payment,53494.49,09-06-2022,Debit Card
TRN_20420,ACC_1288,Interest Payment,183445.76,02-11-2022,Debit Card
TRN_20421,ACC_5810,Transfers,173981.64,26-03-2022,UPI
TRN_20422,ACC_2227,Withdrawals,193021.07,20-05-2025,IMPS
TRN_20423,ACC_1393,Deposits,88008.27,21-10-2025,Credit Card
TRN_20424,ACC_2695,Withdrawals,32922.84,18-06-2025,Cash
TRN_20425,ACC_5383,Withdrawals,126281.41,10-07-2024,UPI
TRN_20426,ACC_5187,Interest Payment,4356.85,04-06-2024,Credit Card
TRN_20427,ACC_7913,Withdrawals,25346.65,06-09-2023,Cash
TRN_20428,ACC_3179,Deposits,57605.87,22-12-2022,Credit Card
TRN_20429,ACC_3846,Transfers,196780.16,07-12-2024,Debit Card
TRN_20430,ACC_5295,Deposits,43276.32,04-03-2024,IMPS
TRN_20431,ACC_5546,Interest Payment,14709.31,11-05-2022,Cash
TRN_20432,ACC_6198,Transfers,73498.02,29-01-2025,Net Banking
TRN_20433,ACC_7451,Interest Payment,46339.52,16-06-2023,IMPS
TRN_20434,ACC_463,Withdrawals,1288.88,16-02-2022,Debit Card
TRN_20435,ACC_6670,Withdrawals,20451.83,07-08-2024,Net Banking
TRN_20436,ACC_4636,Interest Payment,134836.18,28-01-2024,Debit Card
TRN_20437,ACC_7715,Withdrawals,176412.51,17-09-2022,IMPS
TRN_20438,ACC_5900,Withdrawals,23565.95,13-10-2025,Cash
TRN_20439,ACC_7515,Withdrawals,46754,20-07-2024,Debit Card
TRN_20440,ACC_1416,Withdrawals,101188,22-01-2023,IMPS
TRN_20441,ACC_2640,Transfers,121375.92,04-01-2022,IMPS
TRN_20442,ACC_1975,Withdrawals,127161.84,04-04-2024,Debit Card
TRN_20443,ACC_1145,Withdrawals,116884.76,18-05-2024,Credit Card
TRN_20444,ACC_6465,Deposits,87824.97,18-03-2025,Credit Card
TRN_20445,ACC_7943,Interest Payment,84761.86,30-12-2025,Debit Card
TRN_20446,ACC_3779,Withdrawals,51315.33,19-04-2024,Credit Card
TRN_20447,ACC_396,Deposits,41574.37,31-10-2025,Cash
TRN_20448,ACC_172,Withdrawals,133260.74,12-06-2024,Net Banking
TRN_20449,ACC_3062,Interest Payment,149873.57,13-12-2023,Cash
TRN_20450,ACC_7432,Deposits,177051.16,17-07-2023,Cash
TRN_20451,ACC_5074,Transfers,103128.27,31-12-2022,Cash
TRN_20452,ACC_7351,Withdrawals,110351.78,28-10-2025,Net Banking
TRN_20453,ACC_5590,Withdrawals,113951.73,10-10-2025,Debit Card
TRN_20454,ACC_4931,Withdrawals,87375.03,21-04-2023,IMPS
TRN_20455,ACC_283,Withdrawals,64909.77,08-11-2025,UPI
TRN_20456,ACC_656,Withdrawals,181174.82,23-01-2025,IMPS
TRN_20457,ACC_3145,Withdrawals,99483.57,30-12-2024,Debit Card
TRN_20458,ACC_6601,Deposits,149310.47,27-07-2023,UPI
TRN_20459,ACC_7358,Interest Payment,6109.06,19-01-2022,Credit Card
TRN_20460,ACC_4885,Withdrawals,113155.23,23-07-2022,UPI
TRN_20461,ACC_1284,Withdrawals,147773,21-09-2024,Debit Card
TRN_20462,ACC_4476,Interest Payment,35125.89,06-04-2025,Net Banking
TRN_20463,ACC_4547,Interest Payment,197608.71,11-01-2023,Debit Card
TRN_20464,ACC_735,Withdrawals,164700.55,07-03-2024,Credit Card
TRN_20465,ACC_6300,Withdrawals,152939.19,14-06-2024,Debit Card
TRN_20466,ACC_7527,Withdrawals,195171.14,16-02-2024,Debit Card
TRN_20467,ACC_5266,Withdrawals,114039.01,14-03-2022,UPI
TRN_20468,ACC_770,Transfers,75711.29,26-11-2024,Credit Card
TRN_20469,ACC_4847,Withdrawals,71525.44,12-03-2022,Cash
TRN_20470,ACC_5177,Deposits,149934.83,03-04-2022,Cash
TRN_20471,ACC_4466,Transfers,89528.95,19-01-2025,UPI
TRN_20472,ACC_7986,Interest Payment,135234.3,25-12-2022,IMPS
TRN_20473,ACC_7283,Deposits,83066.65,02-12-2022,IMPS
TRN_20474,ACC_1291,Deposits,140774.42,26-11-2024,Cash
TRN_20475,ACC_1270,Deposits,124760.57,26-07-2023,IMPS
TRN_20476,ACC_7756,Transfers,79248.56,12-05-2024,Credit Card
TRN_20477,ACC_5021,Deposits,126594.9,04-01-2025,Debit Card
TRN_20478,ACC_034,Withdrawals,40480.93,30-04-2025,IMPS
TRN_20479,ACC_1686,Deposits,193747.65,03-04-2023,UPI
TRN_20480,ACC_4677,Transfers,180143.42,04-12-2025,Net Banking
TRN_20481,ACC_2131,Withdrawals,141730.5,23-09-2024,Debit Card
TRN_20482,ACC_324,Transfers,101538.85,20-04-2022,Debit Card
TRN_20483,ACC_4280,Deposits,185845.72,16-06-2025,UPI
TRN_20484,ACC_3545,Deposits,139999.94,16-06-2023,Debit Card
TRN_20485,ACC_1555,Interest Payment,173368.57,23-08-2022,IMPS
TRN_20486,ACC_7793,Deposits,88489.8,12-12-2022,Cash
TRN_20487,ACC_2785,Transfers,187623.65,02-08-2025,Net Banking
TRN_20488,ACC_2062,Transfers,192274.57,18-04-2025,Net Banking
TRN_20489,ACC_780,Withdrawals,91036.71,15-04-2025,Cash
TRN_20490,ACC_3044,Interest Payment,101138.76,01-12-2024,Net Banking
TRN_20491,ACC_3115,Interest Payment,2567.68,05-03-2022,Debit Card
TRN_20492,ACC_5118,Withdrawals,4286.98,13-06-2025,UPI
TRN_20493,ACC_3511,Interest Payment,176730.95,04-02-2022,Credit Card
TRN_20494,ACC_7704,Withdrawals,83951.87,01-07-2024,Cash
TRN_20495,ACC_2351,Transfers,77459.86,18-09-2024,UPI
TRN_20496,ACC_2180,Withdrawals,11266.8,08-07-2023,Net Banking
TRN_20497,ACC_2011,Withdrawals,66638.92,16-05-2023,Debit Card
TRN_20498,ACC_5735,Interest Payment,32014.56,27-04-2025,Net Banking
TRN_20499,ACC_5284,Withdrawals,12982.81,27-07-2022,Debit Card
TRN_20500,ACC_6869,Withdrawals,87844.24,31-03-2023,Credit Card
TRN_20501,ACC_551,Transfers,38094.01,30-08-2025,Credit Card
TRN_20502,ACC_2155,Deposits,109832.74,25-04-2025,Cash
TRN_20503,ACC_2361,Withdrawals,88410.99,25-03-2023,Credit Card
TRN_20504,ACC_908,Transfers,44763.8,04-08-2023,UPI
TRN_20505,ACC_1954,Transfers,75661.82,18-11-2024,Net Banking
TRN_20506,ACC_1803,Deposits,150625.15,22-08-2022,Net Banking
TRN_20507,ACC_060,Deposits,53634.16,20-02-2025,Net Banking
TRN_20508,ACC_1836,Transfers,44754.8,03-07-2023,IMPS
TRN_20509,ACC_6413,Interest Payment,30574.98,22-08-2023,Debit Card
TRN_20510,ACC_4748,Deposits,124833.09,11-05-2023,IMPS
TRN_20511,ACC_6095,Interest Payment,30477.53,17-05-2024,IMPS
TRN_20512,ACC_5994,Interest Payment,112434.03,29-06-2025,Cash
TRN_20513,ACC_629,Interest Payment,113173.43,26-10-2024,Debit Card
TRN_20514,ACC_4013,Withdrawals,9021.26,26-01-2023,UPI
TRN_20515,ACC_4086,Withdrawals,39097.43,20-06-2022,Net Banking
TRN_20516,ACC_7216,Withdrawals,151314.64,27-04-2023,Credit Card
TRN_20517,ACC_7721,Interest Payment,181115.52,29-05-2025,UPI
TRN_20518,ACC_2993,Transfers,137299.6,28-06-2025,Debit Card
TRN_20519,ACC_3969,Withdrawals,69980.1,01-03-2024,IMPS
TRN_20520,ACC_6179,Transfers,131257.19,03-07-2023,IMPS
TRN_20521,ACC_7512,Withdrawals,132436.67,27-06-2023,Net Banking
TRN_20522,ACC_3010,Withdrawals,89162.76,16-10-2023,Debit Card
TRN_20523,ACC_2287,Interest Payment,165365.02,01-11-2024,Cash
TRN_20524,ACC_1655,Deposits,34921.75,06-10-2025,Cash
TRN_20525,ACC_3662,Withdrawals,189331.76,19-06-2024,Net Banking
TRN_20526,ACC_5741,Interest Payment,116147.95,17-05-2023,UPI
TRN_20527,ACC_1620,Interest Payment,77890.71,12-11-2022,Cash
TRN_20528,ACC_4880,Withdrawals,188351.66,08-05-2024,Debit Card
TRN_20529,ACC_3253,Transfers,133008.15,03-07-2025,IMPS
TRN_20530,ACC_071,Transfers,109287.6,21-06-2023,Credit Card
TRN_20531,ACC_7157,Deposits,81863.46,26-07-2022,Net Banking
TRN_20532,ACC_4826,Transfers,54092.91,16-02-2025,Debit Card
TRN_20533,ACC_5811,Withdrawals,32641.1,14-06-2022,Debit Card
TRN_20534,ACC_2501,Withdrawals,50417.39,29-10-2025,IMPS
TRN_20535,ACC_7373,Deposits,149454.51,09-01-2023,Credit Card
TRN_20536,ACC_5307,Deposits,187689.12,01-05-2025,Credit Card
TRN_20537,ACC_2222,Withdrawals,101693.08,31-08-2024,Debit Card
TRN_20538,ACC_118,Deposits,102348.14,19-02-2022,UPI
TRN_20539,ACC_4303,Deposits,73311.71,02-02-2024,UPI
TRN_20540,ACC_5695,Interest Payment,82620.82,17-06-2023,UPI
TRN_20541,ACC_6932,Transfers,60583.7,14-11-2024,Debit Card
TRN_20542,ACC_5550,Withdrawals,91506.08,29-05-2023,Debit Card
TRN_20543,ACC_7406,Withdrawals,126087.63,04-02-2022,UPI
TRN_20544,ACC_2175,Withdrawals,99515.42,08-06-2022,Credit Card
TRN_20545,ACC_132,Interest Payment,96365.22,11-09-2025,UPI
TRN_20546,ACC_3281,Interest Payment,194927.92,08-08-2023,Credit Card
TRN_20547,ACC_1938,Deposits,165724.51,12-01-2024,UPI
TRN_20548,ACC_2228,Withdrawals,101382.51,22-11-2024,Credit Card
TRN_20549,ACC_6997,Withdrawals,7004.08,13-01-2025,Debit Card
TRN_20550,ACC_841,Interest Payment,174711.77,25-10-2025,Net Banking
TRN_20551,ACC_4162,Withdrawals,133882.57,20-12-2023,IMPS
TRN_20552,ACC_3635,Withdrawals,196989.1,04-08-2022,Net Banking
TRN_20553,ACC_1016,Interest Payment,28616.85,07-04-2023,Net Banking
TRN_20554,ACC_139,Deposits,34178.03,23-11-2024,Debit Card
TRN_20555,ACC_6291,Transfers,117913.91,24-04-2023,Credit Card
TRN_20556,ACC_4422,Deposits,122688.49,16-02-2025,UPI
TRN_20557,ACC_7749,Transfers,73404.88,10-11-2022,Credit Card
TRN_20558,ACC_2214,Interest Payment,33687.9,24-11-2023,Cash
TRN_20559,ACC_5550,Transfers,76791.52,29-06-2025,UPI
TRN_20560,ACC_2318,Transfers,22527.67,05-10-2023,Net Banking
TRN_20561,ACC_4895,Withdrawals,194243.38,28-07-2025,Debit Card
TRN_20562,ACC_5224,Withdrawals,198048.73,09-01-2023,Debit Card
TRN_20563,ACC_5746,Withdrawals,181014.05,29-05-2024,IMPS
TRN_20564,ACC_944,Withdrawals,160821.39,08-05-2025,IMPS
TRN_20565,ACC_866,Withdrawals,91378.65,07-07-2023,Debit Card
TRN_20566,ACC_254,Transfers,159361.41,15-09-2025,Credit Card
TRN_20567,ACC_6594,Withdrawals,111168.72,14-10-2023,Credit Card
TRN_20568,ACC_7110,Withdrawals,9344.64,26-08-2024,Cash
TRN_20569,ACC_5279,Transfers,55389.81,04-03-2025,Cash
TRN_20570,ACC_7595,Deposits,173635.7,22-11-2022,IMPS
TRN_20571,ACC_4887,Interest Payment,181190.81,08-09-2022,Debit Card
TRN_20572,ACC_5098,Deposits,197487.52,06-02-2024,Debit Card
TRN_20573,ACC_3847,Interest Payment,151427.03,30-04-2024,Cash
TRN_20574,ACC_6638,Deposits,49154.95,14-01-2024,Debit Card
TRN_20575,ACC_3164,Interest Payment,143121.67,04-01-2024,Debit Card
TRN_20576,ACC_5717,Withdrawals,199689.53,13-05-2025,Debit Card
TRN_20577,ACC_2469,Withdrawals,67474.35,12-02-2025,Credit Card
TRN_20578,ACC_7768,Deposits,14287.88,29-07-2022,IMPS
TRN_20579,ACC_3158,Withdrawals,59857.71,22-07-2022,Debit Card
TRN_20580,ACC_428,Deposits,4850.85,07-09-2024,UPI
TRN_20581,ACC_3656,Interest Payment,186289.43,27-11-2025,UPI
TRN_20582,ACC_7294,Deposits,153361.29,31-07-2024,Debit Card
TRN_20583,ACC_173,Withdrawals,126425.55,17-06-2023,Cash
TRN_20584,ACC_6630,Withdrawals,14356.19,03-01-2023,Cash
TRN_20585,ACC_2383,Withdrawals,158762.34,03-01-2025,UPI
TRN_20586,ACC_524,Withdrawals,136262.52,21-11-2023,Net Banking
TRN_20587,ACC_254,Transfers,1629.46,30-11-2022,Debit Card
TRN_20588,ACC_7624,Transfers,48330.95,24-12-2024,Credit Card
TRN_20589,ACC_6738,Deposits,119481.86,25-06-2022,IMPS
TRN_20590,ACC_115,Withdrawals,161388.98,19-11-2022,Cash
TRN_20591,ACC_7875,Deposits,176666.68,30-11-2025,Debit Card
TRN_20592,ACC_3017,Deposits,32255.25,21-10-2022,Net Banking
TRN_20593,ACC_7804,Withdrawals,190460.45,03-10-2023,Credit Card
TRN_20594,ACC_978,Withdrawals,49766.07,20-07-2023,Debit Card
TRN_20595,ACC_6758,Withdrawals,30356.87,21-04-2025,Net Banking
TRN_20596,ACC_7127,Interest Payment,174060.27,03-12-2025,Credit Card
TRN_20597,ACC_5320,Transfers,87747.15,17-02-2023,Debit Card
TRN_20598,ACC_222,Deposits,61242.85,26-10-2022,Debit Card
TRN_20599,ACC_6124,Withdrawals,99674.03,01-12-2023,UPI
TRN_20600,ACC_7351,Withdrawals,76080.22,03-02-2025,Net Banking
TRN_20601,ACC_3564,Withdrawals,195482.18,17-11-2025,IMPS
TRN_20602,ACC_4941,Withdrawals,160852,04-04-2025,Cash
TRN_20603,ACC_937,Deposits,79779.89,11-08-2023,Debit Card
TRN_20604,ACC_4745,Transfers,87625.57,26-09-2023,Cash
TRN_20605,ACC_153,Transfers,152192.35,24-10-2024,Cash
TRN_20606,ACC_2321,Deposits,12095.11,15-11-2022,Debit Card
TRN_20607,ACC_1195,Interest Payment,167501.51,04-09-2024,IMPS
TRN_20608,ACC_3750,Deposits,65231.76,12-05-2025,IMPS
TRN_20609,ACC_7373,Transfers,188563.2,02-03-2022,IMPS
TRN_20610,ACC_393,Withdrawals,153756.01,03-06-2023,IMPS
TRN_20611,ACC_2242,Withdrawals,190203.11,24-05-2025,Credit Card
TRN_20612,ACC_279,Interest Payment,71905.89,16-11-2022,Net Banking
TRN_20613,ACC_6707,Withdrawals,62958.49,10-05-2024,IMPS
TRN_20614,ACC_1150,Interest Payment,168170.81,24-12-2025,UPI
TRN_20615,ACC_1800,Deposits,167101.04,07-01-2024,Cash
TRN_20616,ACC_4111,Interest Payment,105473.23,07-04-2025,Cash
TRN_20617,ACC_3063,Transfers,66660.82,05-10-2024,Credit Card
TRN_20618,ACC_7641,Withdrawals,79283.3,12-04-2024,IMPS
TRN_20619,ACC_6815,Interest Payment,146484.83,28-06-2022,UPI
TRN_20620,ACC_5909,Interest Payment,72788.37,10-04-2025,Net Banking
TRN_20621,ACC_6225,Withdrawals,160419.24,08-05-2022,Credit Card
TRN_20622,ACC_4751,Transfers,85970.52,08-02-2022,UPI
TRN_20623,ACC_5828,Transfers,57769.41,22-05-2025,Credit Card
TRN_20624,ACC_6448,Withdrawals,87009.85,21-06-2022,Debit Card
TRN_20625,ACC_7134,Transfers,17329.03,21-04-2023,Debit Card
TRN_20626,ACC_1128,Deposits,156487.98,24-03-2023,IMPS
TRN_20627,ACC_5508,Interest Payment,22307.54,07-02-2023,UPI
TRN_20628,ACC_6966,Interest Payment,54275.95,07-09-2025,IMPS
TRN_20629,ACC_1220,Withdrawals,153032.33,02-08-2024,Debit Card
TRN_20630,ACC_7727,Transfers,8686.83,10-01-2023,Net Banking
TRN_20631,ACC_6588,Withdrawals,144345.87,04-06-2024,Net Banking
TRN_20632,ACC_1555,Withdrawals,169387.75,03-01-2025,Cash
TRN_20633,ACC_1943,Deposits,165489.94,28-05-2025,Cash
TRN_20634,ACC_7694,Transfers,113906.38,22-02-2025,IMPS
TRN_20635,ACC_2680,Deposits,71562.82,25-07-2024,Cash
TRN_20636,ACC_2618,Withdrawals,90074.21,21-05-2025,Debit Card
TRN_20637,ACC_6347,Withdrawals,111005.43,11-09-2023,UPI
TRN_20638,ACC_3594,Withdrawals,9630.57,02-02-2025,Net Banking
TRN_20639,ACC_404,Withdrawals,153108.7,04-03-2023,Credit Card
